srcIp,dstIp,srcPort,dstPort,protocol
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.200,10.10.242.80,37660,445,"['tcp', 'smb']"
10.22.16.33,10.10.242.80,38472,445,"['tcp', 'smb']"
