srcIp,dstIp,srcPort,dstPort,protocol
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.122,10.10.240.112,57300,514,"['tcp', 'syslog']"
10.25.16.123,10.10.240.112,42776,514,"['tcp', 'syslog']"
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.20.1,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
10.25.16.10,10.10.240.254,0,0,['icmp']
